MTHD,MODL,NTAX,NGEN,TRLN,REPL,DATA,DMAT,STRE,SMAX,SECS
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,500K,15,intron,AGID,SVDquartets,30,76.1020210361481
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,500K,15,intron,AGID,SVDquartets,30,29.7720210361481
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,500K,15,intron,log-det,SVDquartets,30,72.46
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,500K,15,intron,log-det,SVDquartets,30,25.7
RAxML,100tax+75gen,100,75,500K,15,intron,NA,RAxML,NA,116.493680
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,500K,15,intron,AGID,RAxML,30,13.9402620361481
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,500K,15,intron,AGID,RAxML,30,8.7538880361481
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,500K,15,intron,log-det,RAxML,30,15.150256
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,500K,15,intron,log-det,RAxML,30,10.61411
ASTRAL,100tax+75gen,100,75,500K,16,exon,NA,ASTRAL,NA,44.502
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,500K,16,exon,AGID,ASTRAL,30,40.5415600280762
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,500K,16,exon,AGID,ASTRAL,30,14.1105600280762
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,500K,16,exon,log-det,ASTRAL,30,33.078
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,500K,16,exon,log-det,ASTRAL,30,27.813
SVDquartets,100tax+75gen,100,75,500K,16,exon,NA,SVDquartets,NA,255
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,500K,16,exon,AGID,SVDquartets,30,94.9335600280762
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,500K,16,exon,AGID,SVDquartets,30,56.033560028076195
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,500K,16,exon,log-det,SVDquartets,30,96.41
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,500K,16,exon,log-det,SVDquartets,30,53.76
RAxML,100tax+75gen,100,75,500K,16,exon,NA,RAxML,NA,121.046671
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,500K,16,exon,AGID,RAxML,30,NA
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,500K,16,exon,AGID,RAxML,30,NA
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,500K,16,exon,log-det,RAxML,30,38.811752
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,500K,16,exon,log-det,RAxML,30,34.44329
ASTRAL,100tax+75gen,100,75,500K,16,intron,NA,ASTRAL,NA,32.117
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,500K,16,intron,AGID,ASTRAL,30,45.206093132019
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,500K,16,intron,AGID,ASTRAL,30,18.981093132018998
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,500K,16,intron,log-det,ASTRAL,30,25.122
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,500K,16,intron,log-det,ASTRAL,30,19.017
SVDquartets,100tax+75gen,100,75,500K,16,intron,NA,SVDquartets,NA,264
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,500K,16,intron,AGID,SVDquartets,30,70.664093132019
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,500K,16,intron,AGID,SVDquartets,30,25.164093132019
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,500K,16,intron,log-det,SVDquartets,30,77.71000000000001
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,500K,16,intron,log-det,SVDquartets,30,30.97
RAxML,100tax+75gen,100,75,500K,16,intron,NA,RAxML,NA,200.613103
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,500K,16,intron,AGID,RAxML,30,26.584515132019
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,500K,16,intron,AGID,RAxML,30,15.861834132019
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,500K,16,intron,log-det,RAxML,30,19.524196
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,500K,16,intron,log-det,RAxML,30,13.578827
ASTRAL,100tax+75gen,100,75,500K,17,exon,NA,ASTRAL,NA,18.688
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,500K,17,exon,AGID,ASTRAL,30,45.001555902481094
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,500K,17,exon,AGID,ASTRAL,30,17.039555902481098
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,500K,17,exon,log-det,ASTRAL,30,15.987
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,500K,17,exon,log-det,ASTRAL,30,10.109
SVDquartets,100tax+75gen,100,75,500K,17,exon,NA,SVDquartets,NA,232
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,500K,17,exon,AGID,SVDquartets,30,75.5845559024811
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,500K,17,exon,AGID,SVDquartets,30,29.8145559024811
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,500K,17,exon,log-det,SVDquartets,30,91.58
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,500K,17,exon,log-det,SVDquartets,30,40.519999999999996
RAxML,100tax+75gen,100,75,500K,17,exon,NA,RAxML,NA,95.896563
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,500K,17,exon,AGID,RAxML,30,28.4025049024811
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,500K,17,exon,AGID,RAxML,30,15.0019679024811
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,500K,17,exon,log-det,RAxML,30,35.709806
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,500K,17,exon,log-det,RAxML,30,21.305582
ASTRAL,100tax+75gen,100,75,500K,17,intron,NA,ASTRAL,NA,17.788
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,500K,17,intron,AGID,ASTRAL,30,38.4101479682922
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,500K,17,intron,AGID,ASTRAL,30,13.8621479682922
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,500K,17,intron,log-det,ASTRAL,30,13.648
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,500K,17,intron,log-det,ASTRAL,30,8.088000000000001
SVDquartets,100tax+75gen,100,75,500K,17,intron,NA,SVDquartets,NA,250
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,500K,17,intron,AGID,SVDquartets,30,69.9241479682922
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,500K,17,intron,AGID,SVDquartets,30,25.1841479682922
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,500K,17,intron,log-det,SVDquartets,30,77.78999999999999
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,500K,17,intron,log-det,SVDquartets,30,27.58
RAxML,100tax+75gen,100,75,500K,17,intron,NA,RAxML,NA,179.140354
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,500K,17,intron,AGID,RAxML,30,30.620035968292203
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,500K,17,intron,AGID,RAxML,30,14.4257119682922
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,500K,17,intron,log-det,RAxML,30,39.071458
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,500K,17,intron,log-det,RAxML,30,22.919403
ASTRAL,100tax+75gen,100,75,500K,18,exon,NA,ASTRAL,NA,22.558
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,500K,18,exon,AGID,ASTRAL,30,40.9082789325714
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,500K,18,exon,AGID,ASTRAL,30,16.4562789325714
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,500K,18,exon,log-det,ASTRAL,30,14.132
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,500K,18,exon,log-det,ASTRAL,30,8.956
SVDquartets,100tax+75gen,100,75,500K,18,exon,NA,SVDquartets,NA,206
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,500K,18,exon,AGID,SVDquartets,30,84.11327893257139
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,500K,18,exon,AGID,SVDquartets,30,31.7332789325714
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,500K,18,exon,log-det,SVDquartets,30,70.74
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,500K,18,exon,log-det,SVDquartets,30,26.96
RAxML,100tax+75gen,100,75,500K,18,exon,NA,RAxML,NA,163.847360
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,500K,18,exon,AGID,RAxML,30,35.209161932571405
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,500K,18,exon,AGID,RAxML,30,20.7089729325714
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,500K,18,exon,log-det,RAxML,30,27.689339
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,500K,18,exon,log-det,RAxML,30,14.177006
ASTRAL,100tax+75gen,100,75,500K,18,intron,NA,ASTRAL,NA,13.088
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,500K,18,intron,AGID,ASTRAL,30,42.1464660186768
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,500K,18,intron,AGID,ASTRAL,30,16.6354660186768
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,500K,18,intron,log-det,ASTRAL,30,14.238
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,500K,18,intron,log-det,ASTRAL,30,9.229
SVDquartets,100tax+75gen,100,75,500K,18,intron,NA,SVDquartets,NA,269
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,500K,18,intron,AGID,SVDquartets,30,70.8244660186768
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,500K,18,intron,AGID,SVDquartets,30,23.9444660186768
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,500K,18,intron,log-det,SVDquartets,30,83.30000000000001
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,500K,18,intron,log-det,SVDquartets,30,31.31
RAxML,100tax+75gen,100,75,500K,18,intron,NA,RAxML,NA,165.738061
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,500K,18,intron,AGID,RAxML,30,30.5539330186768
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,500K,18,intron,AGID,RAxML,30,13.8706100186768
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,500K,18,intron,log-det,RAxML,30,40.230423
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,500K,18,intron,log-det,RAxML,30,17.937255
ASTRAL,100tax+75gen,100,75,500K,19,exon,NA,ASTRAL,NA,24.174
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,500K,19,exon,AGID,ASTRAL,30,37.4450148582458
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,500K,19,exon,AGID,ASTRAL,30,14.4110148582458
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,500K,19,exon,log-det,ASTRAL,30,17.177
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,500K,19,exon,log-det,ASTRAL,30,12.504
SVDquartets,100tax+75gen,100,75,500K,19,exon,NA,SVDquartets,NA,217
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,500K,19,exon,AGID,SVDquartets,30,78.2350148582458
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,500K,19,exon,AGID,SVDquartets,30,28.0750148582458
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,500K,19,exon,log-det,SVDquartets,30,71.35000000000001
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,500K,19,exon,log-det,SVDquartets,30,27.06
RAxML,100tax+75gen,100,75,500K,19,exon,NA,RAxML,NA,154.380581
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,500K,19,exon,AGID,RAxML,30,27.0079698582458
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,500K,19,exon,AGID,RAxML,30,15.6943868582458
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,500K,19,exon,log-det,RAxML,30,26.306265
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,500K,19,exon,log-det,RAxML,30,15.651495
ASTRAL,100tax+75gen,100,75,500K,19,intron,NA,ASTRAL,NA,21.925
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,500K,19,intron,AGID,ASTRAL,30,38.2215659885406
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,500K,19,intron,AGID,ASTRAL,30,14.304565988540599
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,500K,19,intron,log-det,ASTRAL,30,12.58
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,500K,19,intron,log-det,ASTRAL,30,8.532
SVDquartets,100tax+75gen,100,75,500K,19,intron,NA,SVDquartets,NA,255
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,500K,19,intron,AGID,SVDquartets,30,76.30356598854061
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,500K,19,intron,AGID,SVDquartets,30,30.9235659885406
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,500K,19,intron,log-det,SVDquartets,30,69.56
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,500K,19,intron,log-det,SVDquartets,30,27.75
RAxML,100tax+75gen,100,75,500K,19,intron,NA,RAxML,NA,160.806610
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,500K,19,intron,AGID,RAxML,30,32.6654909885406
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,500K,19,intron,AGID,RAxML,30,19.7889339885406
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,500K,19,intron,log-det,RAxML,30,33.32607
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,500K,19,intron,log-det,RAxML,30,20.734344
ASTRAL,100tax+75gen,100,75,500K,20,exon,NA,ASTRAL,NA,24.023
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,500K,20,exon,AGID,ASTRAL,30,37.979492959976206
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,500K,20,exon,AGID,ASTRAL,30,13.5604929599762
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,500K,20,exon,log-det,ASTRAL,30,13.475000000000001
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,500K,20,exon,log-det,ASTRAL,30,8.766
SVDquartets,100tax+75gen,100,75,500K,20,exon,NA,SVDquartets,NA,227
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,500K,20,exon,AGID,SVDquartets,30,74.0444929599762
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,500K,20,exon,AGID,SVDquartets,30,28.9244929599762
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,500K,20,exon,log-det,SVDquartets,30,68.64
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,500K,20,exon,log-det,SVDquartets,30,24.9
RAxML,100tax+75gen,100,75,500K,20,exon,NA,RAxML,NA,119.422482
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,500K,20,exon,AGID,RAxML,30,30.9083809599762
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,500K,20,exon,AGID,RAxML,30,15.2660609599762
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,500K,20,exon,log-det,RAxML,30,20.588448
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,500K,20,exon,log-det,RAxML,30,10.396592
ASTRAL,100tax+75gen,100,75,500K,20,intron,NA,ASTRAL,NA,24.018
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,500K,20,intron,AGID,ASTRAL,30,35.40259881782529
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,500K,20,intron,AGID,ASTRAL,30,12.6945988178253
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,500K,20,intron,log-det,ASTRAL,30,36.493
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,500K,20,intron,log-det,ASTRAL,30,32.164
SVDquartets,100tax+75gen,100,75,500K,20,intron,NA,SVDquartets,NA,262
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,500K,20,intron,AGID,SVDquartets,30,73.5145988178253
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,500K,20,intron,AGID,SVDquartets,30,31.4945988178253
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,500K,20,intron,log-det,SVDquartets,30,86.25
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,500K,20,intron,log-det,SVDquartets,30,40.43
RAxML,100tax+75gen,100,75,500K,20,intron,NA,RAxML,NA,315.833846
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,500K,20,intron,AGID,RAxML,30,26.382155817825304
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,500K,20,intron,AGID,RAxML,30,13.4971648178253
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,500K,20,intron,log-det,RAxML,30,33.554584
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,500K,20,intron,log-det,RAxML,30,18.216408
ASTRAL,100tax+300gen,100,300,10M,01,exon,NA,ASTRAL,NA,11.272
"NJMerge(ASTRAL,AGID)-Serial",100tax+300gen,100,300,10M,01,exon,AGID,ASTRAL,30,51.59833813858001
"NJMerge(ASTRAL,AGID)-Parallel",100tax+300gen,100,300,10M,01,exon,AGID,ASTRAL,30,20.41433813858
"NJMerge(ASTRAL,log-det)-Serial",100tax+300gen,100,300,10M,01,exon,log-det,ASTRAL,30,19.682
"NJMerge(ASTRAL,log-det)-Parallel",100tax+300gen,100,300,10M,01,exon,log-det,ASTRAL,30,14.818
SVDquartets,100tax+300gen,100,300,10M,01,exon,NA,SVDquartets,NA,342
"NJMerge(SVDquartets,AGID)-Serial",100tax+300gen,100,300,10M,01,exon,AGID,SVDquartets,30,65.05133813858001
"NJMerge(SVDquartets,AGID)-Parallel",100tax+300gen,100,300,10M,01,exon,AGID,SVDquartets,30,27.511338138579998
"NJMerge(SVDquartets,log-det)-Serial",100tax+300gen,100,300,10M,01,exon,log-det,SVDquartets,30,71.58999999999999
"NJMerge(SVDquartets,log-det)-Parallel",100tax+300gen,100,300,10M,01,exon,log-det,SVDquartets,30,33.739999999999995
RAxML,100tax+300gen,100,300,10M,01,exon,NA,RAxML,NA,278.099130
"NJMerge(RAxML,AGID)-Serial",100tax+300gen,100,300,10M,01,exon,AGID,RAxML,30,85.24548313858
"NJMerge(RAxML,AGID)-Parallel",100tax+300gen,100,300,10M,01,exon,AGID,RAxML,30,35.077173138579994
"NJMerge(RAxML,log-det)-Serial",100tax+300gen,100,300,10M,01,exon,log-det,RAxML,30,78.556825
"NJMerge(RAxML,log-det)-Parallel",100tax+300gen,100,300,10M,01,exon,log-det,RAxML,30,36.490116
ASTRAL,100tax+300gen,100,300,10M,01,intron,NA,ASTRAL,NA,9.257
"NJMerge(ASTRAL,AGID)-Serial",100tax+300gen,100,300,10M,01,intron,AGID,ASTRAL,30,46.956918926239
"NJMerge(ASTRAL,AGID)-Parallel",100tax+300gen,100,300,10M,01,intron,AGID,ASTRAL,30,18.688918926238998
"NJMerge(ASTRAL,log-det)-Serial",100tax+300gen,100,300,10M,01,intron,log-det,ASTRAL,30,19.687
"NJMerge(ASTRAL,log-det)-Parallel",100tax+300gen,100,300,10M,01,intron,log-det,ASTRAL,30,15.51
SVDquartets,100tax+300gen,100,300,10M,01,intron,NA,SVDquartets,NA,570
"NJMerge(SVDquartets,AGID)-Serial",100tax+300gen,100,300,10M,01,intron,AGID,SVDquartets,30,67.641918926239
"NJMerge(SVDquartets,AGID)-Parallel",100tax+300gen,100,300,10M,01,intron,AGID,SVDquartets,30,28.381918926239
"NJMerge(SVDquartets,log-det)-Serial",100tax+300gen,100,300,10M,01,intron,log-det,SVDquartets,30,74.63
"NJMerge(SVDquartets,log-det)-Parallel",100tax+300gen,100,300,10M,01,intron,log-det,SVDquartets,30,33.230000000000004
RAxML,100tax+300gen,100,300,10M,01,intron,NA,RAxML,NA,585.508909
"NJMerge(RAxML,AGID)-Serial",100tax+300gen,100,300,10M,01,intron,AGID,RAxML,30,119.68754292623899
"NJMerge(RAxML,AGID)-Parallel",100tax+300gen,100,300,10M,01,intron,AGID,RAxML,30,53.122629926239
"NJMerge(RAxML,log-det)-Serial",100tax+300gen,100,300,10M,01,intron,log-det,RAxML,30,143.102075
"NJMerge(RAxML,log-det)-Parallel",100tax+300gen,100,300,10M,01,intron,log-det,RAxML,30,80.034289
ASTRAL,100tax+300gen,100,300,10M,02,exon,NA,ASTRAL,NA,13.287
"NJMerge(ASTRAL,AGID)-Serial",100tax+300gen,100,300,10M,02,exon,AGID,ASTRAL,30,55.09087987709
"NJMerge(ASTRAL,AGID)-Parallel",100tax+300gen,100,300,10M,02,exon,AGID,ASTRAL,30,17.70887987709
"NJMerge(ASTRAL,log-det)-Serial",100tax+300gen,100,300,10M,02,exon,log-det,ASTRAL,30,14.782
"NJMerge(ASTRAL,log-det)-Parallel",100tax+300gen,100,300,10M,02,exon,log-det,ASTRAL,30,9.241
SVDquartets,100tax+300gen,100,300,10M,02,exon,NA,SVDquartets,NA,264
"NJMerge(SVDquartets,AGID)-Serial",100tax+300gen,100,300,10M,02,exon,AGID,SVDquartets,30,67.68787987709001
"NJMerge(SVDquartets,AGID)-Parallel",100tax+300gen,100,300,10M,02,exon,AGID,SVDquartets,30,21.95787987709
"NJMerge(SVDquartets,log-det)-Serial",100tax+300gen,100,300,10M,02,exon,log-det,SVDquartets,30,69.32
"NJMerge(SVDquartets,log-det)-Parallel",100tax+300gen,100,300,10M,02,exon,log-det,SVDquartets,30,22.82
RAxML,100tax+300gen,100,300,10M,02,exon,NA,RAxML,NA,172.712620
"NJMerge(RAxML,AGID)-Serial",100tax+300gen,100,300,10M,02,exon,AGID,RAxML,30,24.273768877090003
"NJMerge(RAxML,AGID)-Parallel",100tax+300gen,100,300,10M,02,exon,AGID,RAxML,30,10.87519587709
"NJMerge(RAxML,log-det)-Serial",100tax+300gen,100,300,10M,02,exon,log-det,RAxML,30,25.711012
"NJMerge(RAxML,log-det)-Parallel",100tax+300gen,100,300,10M,02,exon,log-det,RAxML,30,12.379663
ASTRAL,100tax+300gen,100,300,10M,02,intron,NA,ASTRAL,NA,10.835
"NJMerge(ASTRAL,AGID)-Serial",100tax+300gen,100,300,10M,02,intron,AGID,ASTRAL,30,53.567912136078
"NJMerge(ASTRAL,AGID)-Parallel",100tax+300gen,100,300,10M,02,intron,AGID,ASTRAL,30,16.567912136078
"NJMerge(ASTRAL,log-det)-Serial",100tax+300gen,100,300,10M,02,intron,log-det,ASTRAL,30,15.349
"NJMerge(ASTRAL,log-det)-Parallel",100tax+300gen,100,300,10M,02,intron,log-det,ASTRAL,30,9.663
SVDquartets,100tax+300gen,100,300,10M,02,intron,NA,SVDquartets,NA,340
"NJMerge(SVDquartets,AGID)-Serial",100tax+300gen,100,300,10M,02,intron,AGID,SVDquartets,30,66.51691213607799
"NJMerge(SVDquartets,AGID)-Parallel",100tax+300gen,100,300,10M,02,intron,AGID,SVDquartets,30,21.896912136078
"NJMerge(SVDquartets,log-det)-Serial",100tax+300gen,100,300,10M,02,intron,log-det,SVDquartets,30,68.92
"NJMerge(SVDquartets,log-det)-Parallel",100tax+300gen,100,300,10M,02,intron,log-det,SVDquartets,30,24.86
RAxML,100tax+300gen,100,300,10M,02,intron,NA,RAxML,NA,356.499136
"NJMerge(RAxML,AGID)-Serial",100tax+300gen,100,300,10M,02,intron,AGID,RAxML,30,31.206697136078
"NJMerge(RAxML,AGID)-Parallel",100tax+300gen,100,300,10M,02,intron,AGID,RAxML,30,11.366078136077999
"NJMerge(RAxML,log-det)-Serial",100tax+300gen,100,300,10M,02,intron,log-det,RAxML,30,31.818312
"NJMerge(RAxML,log-det)-Parallel",100tax+300gen,100,300,10M,02,intron,log-det,RAxML,30,13.588113
ASTRAL,100tax+300gen,100,300,10M,03,exon,NA,ASTRAL,NA,9.608
"NJMerge(ASTRAL,AGID)-Serial",100tax+300gen,100,300,10M,03,exon,AGID,ASTRAL,30,47.423778093338
"NJMerge(ASTRAL,AGID)-Parallel",100tax+300gen,100,300,10M,03,exon,AGID,ASTRAL,30,16.216778093338
"NJMerge(ASTRAL,log-det)-Serial",100tax+300gen,100,300,10M,03,exon,log-det,ASTRAL,30,13.39
"NJMerge(ASTRAL,log-det)-Parallel",100tax+300gen,100,300,10M,03,exon,log-det,ASTRAL,30,8.832
SVDquartets,100tax+300gen,100,300,10M,03,exon,NA,SVDquartets,NA,410
"NJMerge(SVDquartets,AGID)-Serial",100tax+300gen,100,300,10M,03,exon,AGID,SVDquartets,30,72.920778093338
"NJMerge(SVDquartets,AGID)-Parallel",100tax+300gen,100,300,10M,03,exon,AGID,SVDquartets,30,25.030778093338
"NJMerge(SVDquartets,log-det)-Serial",100tax+300gen,100,300,10M,03,exon,log-det,SVDquartets,30,75.32000000000001
"NJMerge(SVDquartets,log-det)-Parallel",100tax+300gen,100,300,10M,03,exon,log-det,SVDquartets,30,26.91
RAxML,100tax+300gen,100,300,10M,03,exon,NA,RAxML,NA,440.231122
"NJMerge(RAxML,AGID)-Serial",100tax+300gen,100,300,10M,03,exon,AGID,RAxML,30,153.33261709333803
"NJMerge(RAxML,AGID)-Parallel",100tax+300gen,100,300,10M,03,exon,AGID,RAxML,30,51.521668093338
"NJMerge(RAxML,log-det)-Serial",100tax+300gen,100,300,10M,03,exon,log-det,RAxML,30,154.60575599999999
"NJMerge(RAxML,log-det)-Parallel",100tax+300gen,100,300,10M,03,exon,log-det,RAxML,30,54.252641
ASTRAL,100tax+300gen,100,300,10M,03,intron,NA,ASTRAL,NA,6.964
"NJMerge(ASTRAL,AGID)-Serial",100tax+300gen,100,300,10M,03,intron,AGID,ASTRAL,30,42.940161874771
"NJMerge(ASTRAL,AGID)-Parallel",100tax+300gen,100,300,10M,03,intron,AGID,ASTRAL,30,14.721161874771
"NJMerge(ASTRAL,log-det)-Serial",100tax+300gen,100,300,10M,03,intron,log-det,ASTRAL,30,13.95
"NJMerge(ASTRAL,log-det)-Parallel",100tax+300gen,100,300,10M,03,intron,log-det,ASTRAL,30,9.42
SVDquartets,100tax+300gen,100,300,10M,03,intron,NA,SVDquartets,NA,594
"NJMerge(SVDquartets,AGID)-Serial",100tax+300gen,100,300,10M,03,intron,AGID,SVDquartets,30,67.88216187477099
"NJMerge(SVDquartets,AGID)-Parallel",100tax+300gen,100,300,10M,03,intron,AGID,SVDquartets,30,25.082161874771
